id,Clube Atacante,Ações Relevantes,Tipo de Ataque,Jogadores no Terço Final,Local da Assistência X,Local da Assistência Y,Local da Finalização X,Local da Finalização Y,Zona de Finalização,Toques na Bola,Resultado,Parte do Corpo,Jogadores na ZV,Direção da Finalização X,Direção da Finalização Y,Desvios,Clube Defensor,Jogadores Protegendo ZV,Jogadores Recompondo
190683105292964384,Liverpool,,Ataque Posicional,,,,0.43913118,0.72045684,Zona verde,3+,Fora,Pé,,,,,Adversário,,
190683143494970336,Liverpool,Passe profundidade; Troca de passes,Contra Ataque,3.0,0.58803665,0.77443856,0.44933925,0.84847447,Zona vermelha,1,Fora,Pé,3.0,,,,Adversário,,
190683216270353024,Liverpool,Individual direto,Ataque Rápido,,,,0.59854871,0.83742046,Zona vermelha,3+,Certa,Pé,4.0,0.44822946,0.68393974,,Adversário,,
190683329008703776,Liverpool,Cruzamento profundidade,Ataque Posicional,,,,0.53998049,0.79398373,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190683364129516448,Liverpool,,Ataque Posicional,,,,0.59520519,0.73488273,Zona verde,3+,Certa,Pé,,0.41061543,0.66284844,,Adversário,,
190683439134122816,Liverpool,Troca de passes; Pivô; Passe profundidade,Ataque Posicional,,0.49976331,0.79677053,0.38646531,0.84911263,Zona vermelha,1,Certa,Pé,3.0,0.35587572,0.59599955,,Adversário,,
190683592907073184,Liverpool,Erro adversário,Ataque Posicional,,,,0.29330477,0.8530149,Zona amarela,3+,Certa,Pé,,0.80364125,0.47488885,,Adversário,,
190683682429537536,Liverpool,Individual direto,Ataque Rápido,,,,0.37449061,0.74486314,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190683714304971520,Liverpool,Troca de passes; Individual direto,Contra Ataque,5.0,,,0.3547204,0.85671578,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190683825904878048,Liverpool,Troca de passes; Pivô; Individual direto,Ataque Posicional,,,,0.59717936,0.92920394,Zona vermelha,3+,Certa,Pé,4.0,0.85441642,0.35968351,,Adversário,,
190683874162578144,Liverpool,Individual direto,Contra Ataque,3.0,,,0.56037844,0.84515811,Zona vermelha,3+,Certa,Pé,1.0,0.19036209,0.30406478,,Adversário,,
190683978912974592,Liverpool,Troca de passes; Individual direto,Ataque Posicional,,,,0.70025426,0.83626446,Zona amarela,3+,Trave,Pé,,,,,Adversário,,
190684016074369824,Liverpool,,Ataque Posicional,,,,0.35780184,0.79349868,Zona amarela,1,Certa,Pé,,0.17650831,0.68418444,,Adversário,,
190684071763142880,Liverpool,Troca de passes; Passe profundidade,Ataque Posicional,,0.20560344,0.85242314,0.54093555,0.74982672,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190684125588291968,Liverpool,Passe profundidade,Recuperada no Ataque,,0.53647686,0.77968016,0.64717372,0.89621309,Zona amarela,2,Certa,Pé,,0.65080784,0.09691984,,Adversário,,
190684178012557824,Liverpool,Passe profundidade,Contra Ataque,5.0,0.50698521,0.74999151,0.64343331,0.83699883,Zona amarela,1,Certa,Pé,,0.39363052,0.30625191,,Adversário,,
190684300287002976,Liverpool,Troca de passes,Ataque Rápido,,0.56484307,0.73026512,0.2892058,0.81852764,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190684332620877056,Liverpool,Rebote,Ataque Rápido,,,,0.45684459,0.75623669,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190684365751642464,Liverpool,Cruzamento profundidade,Ataque Rápido,,0.29657279,0.75472434,0.6110725,0.93187061,Zona vermelha,1,Fora,Pé,3.0,,,,Adversário,,
190684728062163744,Liverpool,Troca de passes; Individual direto,Ataque Posicional,,,,0.74322082,0.76375086,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190684784674864800,Liverpool,Passe profundidade; Passe funil; Pivô,Ataque Posicional,,0.43699097,0.88023006,0.45374299,0.81726188,Zona vermelha,1,Fora,Pé,3.0,,,,Adversário,,
190684868387091648,Liverpool,Inversão; Cruzamento profundidade,Ataque Posicional,,0.32519436,0.77152287,0.60962686,0.89886942,Zona vermelha,2,Gol,Pé,3.0,0.47141802,0.27352939,Ninguém,Adversário,,
190684924763298080,Liverpool,,Contra Ataque,2.0,,,0.73768491,0.75496547,Zona verde,2,Certa,Pé,,0.89233612,0.59417558,,Adversário,,
190684990463794528,Liverpool,Inversão; Cruzamento simples,Ataque Posicional,,0.67042502,0.72172346,0.47651438,0.84526638,Zona vermelha,2,Fora,Pé,2.0,,,,Adversário,,
190685046781113696,Liverpool,,Ataque Rápido,,,,0.44553005,0.73986731,Zona verde,1,Bloqueada,Pé,,,,,Adversário,,
190685107262356928,Liverpool,,Ataque Rápido,,,,0.3275844,0.72174222,Zona verde,3+,Certa,Pé,,0.08281869,0.21983321,,Adversário,,
190685199908594272,Liverpool,Individual direto; Passe profundidade,Recuperada no Ataque,,,,0.64201454,0.87019602,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190685267996706752,Liverpool,Pivô,Ataque Rápido,,0.56164897,0.81811433,0.68620418,0.78014496,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190685342316962784,Liverpool,,Ataque Rápido,,,,0.72450569,0.73331162,Zona verde,3+,Fora,Pé,,,,,Adversário,,
190685391888825024,Liverpool,Individual direto,Ataque Posicional,,,,0.50068991,0.81801045,Zona vermelha,3+,Certa,Pé,4.0,0.47348647,0.38810555,,Adversário,,
190685421160102688,Liverpool,Troca de passes; Passe profundidade,Ataque Rápido,,0.39738296,0.76609467,0.52585253,0.82549642,Zona vermelha,1,Bloqueada,Pé,1.0,,,,Adversário,,
190685487534783008,Liverpool,,Recuperada no Ataque,,,,0.56123745,0.72743074,Zona verde,2,Certa,Pé,,0.27787391,0.57807972,,Adversário,,
190685530965020192,Liverpool,Individual direto,Ataque Posicional,,,,0.32643603,0.79823704,Zona amarela,3+,Certa,Pé,,0.13741763,0.43520038,,Adversário,,
190685569478417248,Liverpool,Lançamento,Ataque Rápido,,0.2348753,0.57019506,0.70717889,0.87497087,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190685618534975808,Liverpool,Individual indireto,Recuperada no Ataque,,0.5875607,0.83513082,0.54758426,0.84898921,Zona vermelha,1,Trave,Pé,4.0,,,,Adversário,,
190685659581562624,Liverpool,Rebote,Ataque Rápido,,,,0.32893873,0.89259887,Zona amarela,3+,Certa,Pé,,0.06233852,0.09046625,,Adversário,,
190685697577460224,Liverpool,Passe profundidade; Individual direto,Contra Ataque,4.0,0.42145295,0.67557406,0.39975363,0.87309425,Zona vermelha,2,Certa,Pé,2.0,0.57861092,0.54737361,,Adversário,,
190685770898259296,Liverpool,Cruzamento profundidade,Ataque Posicional,,0.21343372,0.71130093,0.5570112,0.88939801,Zona vermelha,1,Gol,Cabeça,3.0,0.83430872,0.26707723,Ninguém,Adversário,,
190685893235177600,Liverpool,Erro adversário,Contra Ataque,4.0,,,0.33773199,0.85064737,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190685956743633792,Liverpool,,Ataque Posicional,,,,0.44392351,0.71808023,Zona verde,2,Fora,Pé,,,,,Adversário,,
190685995108614944,Liverpool,Erro adversário; Troca de passes,Recuperada no Ataque,,0.52845011,0.88436306,0.50080455,0.88438539,Zona vermelha,1,Gol,Pé,3.0,0.90337594,0.08619241,Ninguém,Adversário,,
190686034293594496,Liverpool,,Contra Ataque,3.0,,,0.5698801,0.69617663,Zona verde,1,Certa,Pé,,0.50286144,0.42640021,,Adversário,,
190686071565892992,Liverpool,Passe profundidade,Contra Ataque,2.0,0.31691105,0.57494975,0.51290853,0.80186173,Zona amarela,2,Certa,Pé,,0.66314044,0.40812132,,Adversário,,
190686143603182464,Liverpool,Troca de passes,Ataque Posicional,,0.48605557,0.78798219,0.50982709,0.80151793,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190686500115735520,Liverpool,Erro adversário; Cruzamento profundidade,Ataque Rápido,,0.21848933,0.72542284,0.50056697,0.82529647,Zona vermelha,1,Certa,Pé,1.0,0.16920062,0.51820682,,Adversário,,
190686552690233888,Liverpool,Erro adversário; Individual direto,Ataque Posicional,,,,0.5029412,0.85463667,Zona vermelha,3+,Gol,Pé,1.0,0.30370406,0.25379193,Ninguém,Adversário,,
190686632435925248,Liverpool,,Ataque Rápido,,,,0.6951188,0.82316298,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190686700118870432,Liverpool,Lançamento; Individual direto,Ataque Posicional,,0.77111621,0.57058737,0.63821443,0.92462636,Zona amarela,3+,Gol,Pé,,0.82005446,0.58107944,Ninguém,Adversário,,
190686761828578688,Liverpool,Passe profundidade; Individual direto,Contra Ataque,4.0,0.65094458,0.37865858,0.58909489,0.83739319,Zona vermelha,3+,Bloqueada,Pé,3.0,,,,Adversário,,
190686810403439328,Liverpool,Passe profundidade,Contra Ataque,2.0,0.43799189,0.53598619,0.40768868,0.72245467,Zona verde,3+,Certa,Pé,,0.20424259,0.63097704,,Adversário,,
190686872379988096,Liverpool,Troca de passes; Passe profundidade; Individual direto,Ataque Posicional,,,,0.36271711,0.81579779,Zona amarela,3+,Certa,Pé,,0.08131935,0.60007583,,Adversário,,
190686937476524704,Liverpool,Inversão; Cruzamento profundidade; Pivô,Ataque Posicional,,0.59963028,0.92824235,0.59511743,0.88259362,Zona vermelha,2,Bloqueada,Pé,5.0,,,,Adversário,,
190687000765542784,Liverpool,Pivô; Individual direto,Ataque Rápido,,,,0.55674002,0.76669432,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190687034017541472,Liverpool,,Ataque Rápido,,,,0.6242865,0.77244557,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190687092016435168,Liverpool,Cruzamento pé contrário,Ataque Posicional,,0.20881058,0.74040174,0.43572519,0.89154461,Zona vermelha,1,Certa,Cabeça,2.0,0.04465839,0.36803547,,Adversário,,
190687175514020320,Liverpool,Passe profundidade; Erro adversário; Troca de passes,Ataque Posicional,,,,0.63430048,0.9091066,Zona amarela,1,Certa,Pé,,0.76973321,0.65056222,,Adversário,,
190687231674281504,Liverpool,Erro adversário,Ataque Rápido,,,,0.48905399,0.86627691,Zona vermelha,1,Fora,Pé,4.0,,,,Adversário,,
190687310664057888,Liverpool,Troca de passes; Passe profundidade,Ataque Rápido,,0.31752141,0.71242476,0.45398097,0.84286366,Zona vermelha,3+,Fora,Pé,2.0,,,,Adversário,,
190687359498376576,Liverpool,Troca de passes,Ataque Posicional,,0.55239794,0.59974501,0.46137681,0.77419991,Zona amarela,3+,Certa,Pé,,0.19486673,0.54011378,,Adversário,,
190687422883693344,Liverpool,Troca de passes; Individual direto,Ataque Posicional,,,,0.57840916,0.83640691,Zona vermelha,3+,Bloqueada,Pé,2.0,,,,Adversário,,
190687506120564288,Liverpool,Pivô; Individual direto,Ataque Posicional,,,,0.32077639,0.88014642,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190687563311095616,Liverpool,Passe profundidade; Inversão,Ataque Posicional,,0.62159208,0.74655313,0.43224331,0.85840965,Zona vermelha,1,Fora,Cabeça,3.0,,,,Adversário,,
190687609605560736,Liverpool,Troca de passes,Ataque Rápido,,0.73843837,0.75437135,0.37743764,0.76754813,Zona amarela,2,Certa,Pé,,0.05171958,0.08042209,,Adversário,,
190687652636853504,Liverpool,,Ataque Rápido,,,,0.57652841,0.76571751,Zona amarela,2,Certa,Pé,,0.9293842,0.39283887,,Adversário,,
190687688054585472,Liverpool,Passe profundidade,Recuperada no Ataque,,0.44277474,0.73370387,0.35816789,0.85148231,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190688062861831872,Liverpool,Passe profundidade; Passe funil,Ataque Posicional,,0.29368861,0.90646623,0.47206478,0.88441952,Zona vermelha,1,Gol,Cabeça,2.0,0.12773897,0.60892211,Ninguém,Adversário,,
190688109892075872,Liverpool,Passe profundidade; Individual direto,Ataque Rápido,,,,0.69781995,0.85219335,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190688157119564224,Liverpool,Individual indireto; Cruzamento simples,Ataque Posicional,,0.22158223,0.91126944,0.63280186,0.87769951,Zona vermelha,1,Certa,Pé,3.0,0.8706449,0.29691439,,Adversário,,
190688220161017760,Liverpool,Troca de passes; Pivô,Ataque Rápido,,0.6914357,0.88450778,0.64899412,0.80598758,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190688285402317664,Liverpool,Troca de passes,Ataque Posicional,,0.43175233,0.73296944,0.51292632,0.80080321,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190688345354062976,Liverpool,Individual indireto; Cruzamento profundidade,Ataque Posicional,,0.27119315,0.88578556,0.54233416,0.91534734,Zona vermelha,1,Certa,Cabeça,4.0,0.33483951,0.12051101,,Adversário,,
190688404357036544,Liverpool,Cruzamento simples; Rebote,Ataque Posicional,,0.68558987,0.89016903,0.46702854,0.92406997,Zona vermelha,1,Gol,Cabeça,4.0,0.21122219,0.13188544,Ninguém,Adversário,,
190688467182425728,Liverpool,Individual indireto; Passe profundidade,Ataque Posicional,,0.71900101,0.84252675,0.64219796,0.88108447,Zona amarela,2,Certa,Pé,,0.90709399,0.0972211,,Adversário,,
190688507646488480,Liverpool,Individual direto,Ataque Rápido,,,,0.37890463,0.83533812,Zona vermelha,3+,Fora,Pé,3.0,,,,Adversário,,
190688560492814624,Liverpool,,Ataque Posicional,,,,0.53273447,0.74561148,Zona verde,1,Bloqueada,Pé,,,,,Adversário,,
190688624071544256,Liverpool,Rebote,Recuperada no Ataque,,,,0.59037055,0.8714215,Zona vermelha,1,Gol,Pé,2.0,0.85790263,0.31375582,Ninguém,Adversário,,
190688585357602880,Liverpool,Erro adversário,Recuperada no Ataque,,,,0.53547712,0.85288947,Zona vermelha,2,Certa,Pé,1.0,0.64340563,0.11593099,,Adversário,,
190688688289406016,Liverpool,Troca de passes,Ataque Posicional,,0.50149041,0.76490891,0.44664166,0.8344753,Zona vermelha,1,Fora,Pé,3.0,,,,Adversário,,
190688718658923392,Liverpool,Lançamento,Contra Ataque,3.0,0.30958992,0.4716097,0.61871185,0.86380447,Zona vermelha,2,Fora,Pé,2.0,,,,Adversário,,
190688765945443104,Liverpool,Passe profundidade; Cruzamento simples,Ataque Posicional,,,,0.53783752,0.82668466,Zona vermelha,1,Bloqueada,Pé,4.0,,,,Adversário,,
190688835259833728,Liverpool,Troca de passes; Individual direto; Pivô,Ataque Posicional,,,,0.65657615,0.85785845,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190688894214076832,Liverpool,Troca de passes; Passe profundidade; Passe funil,Recuperada no Ataque,,,,0.56556292,0.89374937,Zona vermelha,1,Bloqueada,Pé,3.0,,,,Adversário,,
190688950523602720,Liverpool,,Ataque Posicional,,,,0.50092749,0.72293083,Zona verde,1,Certa,Pé,,0.14837068,0.72633834,,Adversário,,
190688991273055392,Liverpool,Troca de passes,Ataque Posicional,,0.90568184,0.76506115,0.59735646,0.8036534,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190689049697586432,Liverpool,Passe profundidade; Passe funil,Ataque Posicional,,,,0.33827119,0.87953028,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190689134169818624,Liverpool,Troca de passes; Passe funil,Ataque Posicional,,0.14918174,0.8600039,0.52722663,0.80191884,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190689194058017216,Liverpool,Cruzamento simples,Ataque Posicional,,0.80699289,0.80912148,0.36862778,0.87351725,Zona amarela,1,Certa,Cabeça,,0.10075107,0.11564202,,Adversário,,
190689231233881440,Liverpool,Erro adversário,Recuperada no Ataque,,0.35472238,0.6033055,0.49340634,0.74744577,Zona verde,2,Fora,Pé,,,,,Adversário,,
190689287567782048,Liverpool,Lançamento; Cruzamento profundidade,Ataque Rápido,,0.16954412,0.77755829,0.41809954,0.87871553,Zona vermelha,1,Bloqueada,Pé,1.0,,,,Adversário,,
190689345137142944,Liverpool,Passe profundidade,Ataque Posicional,,0.81103651,0.67013549,0.69516861,0.89004372,Zona amarela,3+,Certa,Pé,,0.84065773,0.118694,,Adversário,,
190689454762165728,Liverpool,Passe profundidade,Ataque Posicional,,,,0.36056703,0.87627853,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190689498029412640,Liverpool,,Ataque Posicional,,,,0.71432134,0.86797647,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190689575798992032,Liverpool,Cruzamento simples,Ataque Rápido,,0.14198435,0.85698016,0.71623859,0.88085536,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190689617641478720,Liverpool,Pivô,Ataque Rápido,,,,0.36147307,0.78524874,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190689654755414976,Liverpool,Passe profundidade; Passe funil,Ataque Posicional,,0.31743207,0.94365806,0.55540427,0.79122944,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190689695113509728,Liverpool,Inversão,Recuperada no Ataque,,,,0.6482118,0.83672953,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190689766599426048,Liverpool,Erro adversário,Recuperada no Ataque,,,,0.40067945,0.87458611,Zona vermelha,1,Certa,Pé,1.0,0.14521083,0.07823619,,Adversário,,
190690097662956864,Liverpool,Troca de passes,Ataque Posicional,,0.37487208,0.72868382,0.33333141,0.83849624,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190690143563503200,Liverpool,Passe profundidade,Contra Ataque,2.0,,,0.39075284,0.86694721,Zona vermelha,1,Fora,Pé,2.0,,,,Adversário,,
190690190211867584,Liverpool,Lançamento,Ataque Rápido,,0.59078444,0.68687264,0.31511002,0.90474717,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190690260193027936,Liverpool,Lançamento,Ataque Posicional,,0.44088279,0.73745127,0.65085919,0.8851779,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190690304240157536,Liverpool,Troca de passes; Cruzamento profundidade,Ataque Rápido,,0.76599181,0.8330323,0.43533897,0.89646325,Zona vermelha,1,Fora,Cabeça,4.0,,,,Adversário,,
190690393017957632,Liverpool,Troca de passes; Pivô,Ataque Posicional,,0.35463304,0.86098536,0.4595153,0.76429262,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190690443750306144,Liverpool,Lançamento; Erro adversário,Ataque Rápido,,,,0.51223769,0.89611889,Zona vermelha,3+,Bloqueada,Pé,3.0,,,,Adversário,,
190690472573165056,Liverpool,,Ataque Posicional,,0.29811845,0.73618234,0.58878892,0.75272154,Zona verde,2,Fora,Pé,,,,,Adversário,,
190690552562499040,Liverpool,Pivô; Individual direto,Ataque Posicional,,,,0.37358179,0.80007095,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190690595727753600,Liverpool,Pivô; Individual direto,Ataque Posicional,,,,0.59246411,0.84185486,Zona vermelha,3+,Certa,Pé,4.0,0.90726148,0.07526741,,Adversário,,
190690645038634592,Liverpool,Lançamento; Individual indireto; Passe funil,Ataque Posicional,,0.69810497,0.91531464,0.57038253,0.9019003,Zona vermelha,2,Gol,Pé,3.0,0.69971019,0.08148901,Ninguém,Adversário,,
190690705171570336,Liverpool,Erro adversário; Cruzamento profundidade,Recuperada no Ataque,,0.17821128,0.90736359,0.48137471,0.92035991,Zona vermelha,1,Fora,Pé,3.0,,,,Adversário,,
190690751434046016,Liverpool,Individual indireto; Passe funil,Ataque Rápido,,0.26398863,0.90245662,0.41686143,0.87524073,Zona vermelha,1,Certa,Pé,2.0,0.10403417,0.11373197,,Adversário,,
190690795144412800,Liverpool,Passe profundidade; Passe funil,Ataque Rápido,,0.25212857,0.91270138,0.49139896,0.8120881,Zona vermelha,1,Gol,Pé,4.0,0.10653815,0.47576743,Ninguém,Adversário,,
190690893627047712,Liverpool,Individual indireto; Troca de passes,Ataque Posicional,,0.65584681,0.8577218,0.54852391,0.77664795,Zona amarela,1,Certa,Pé,,0.65596634,0.59466723,,Adversário,,
190690940787625984,Liverpool,Passe profundidade,Contra Ataque,2.0,0.62261118,0.45218494,0.67570319,0.88898644,Zona amarela,2,Gol,Pé,,0.22395125,0.63392184,Ninguém,Adversário,,
190691024811408224,Liverpool,,Ataque Posicional,,,,0.62445293,0.7611663,Zona amarela,3+,Certa,Pé,,0.21430304,0.73101018,,Adversário,,
190691075480856928,Liverpool,Pivô,Ataque Rápido,,0.35247584,0.87245998,0.40483573,0.76843823,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190691160292488544,Liverpool,Passe profundidade; Passe funil,Ataque Posicional,,0.6840786,0.93370906,0.43736256,0.88110117,Zona vermelha,1,Certa,Cabeça,3.0,0.12732413,0.52433045,,Adversário,,
190691217252883648,Liverpool,Passe profundidade,Contra Ataque,4.0,0.67171887,0.74620008,0.62330218,0.8660246,Zona vermelha,2,Bloqueada,Pé,2.0,,,,Adversário,,
190691259918025568,Liverpool,,Ataque Rápido,,,,0.66082612,0.77012661,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190691296984601728,Liverpool,Erro adversário; Individual direto,Contra Ataque,2.0,,,0.36355082,0.83769106,Zona amarela,3+,Gol,Pé,,0.95680792,0.06459634,Ninguém,Adversário,,
190691361967729376,Liverpool,Passe profundidade; Individual direto,Ataque Posicional,,,,0.3314306,0.92076669,Zona amarela,3+,Gol,Pé,,0.22623201,0.8001458,Ninguém,Adversário,,
190691466957442880,Liverpool,Erro adversário; Individual direto,Ataque Rápido,,,,0.42652002,0.84910903,Zona vermelha,3+,Bloqueada,Pé,3.0,,,,Adversário,,
190691525863203840,Liverpool,Passe profundidade; Passe funil,Ataque Posicional,,0.33483635,0.92923189,0.48031172,0.90067392,Zona vermelha,1,Gol,Pé,2.0,0.61606465,0.32536819,Ninguém,Adversário,,
190691928136296000,Liverpool,Troca de passes; Passe profundidade; Passe funil,Ataque Posicional,,0.24992946,0.92845357,0.51919473,0.8882139,Zona vermelha,1,Fora,Cabeça,3.0,,,,Adversário,,
190691967283297088,Liverpool,Individual direto,Ataque Rápido,,,,0.72418866,0.86056681,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190692004856551424,Liverpool,Lançamento; Troca de passes,Ataque Rápido,,0.74719486,0.90083343,0.66439616,0.81836639,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190692080059806688,Liverpool,Passe profundidade; Cruzamento profundidade,Ataque Rápido,,0.68553334,0.89724244,0.46968621,0.92289201,Zona vermelha,1,Gol,Pé,2.0,0.2527344,0.39479073,Ninguém,Adversário,,
190692168769240224,Liverpool,Individual indireto; Cruzamento pé contrário; Troca de passes,Ataque Posicional,,0.48386951,0.81946839,0.43480096,0.89455657,Zona vermelha,2,Bloqueada,Pé,4.0,,,,Adversário,,
190692243452901952,Liverpool,Troca de passes,Ataque Posicional,,0.3964781,0.72637021,0.40102258,0.82940848,Zona vermelha,1,Fora,Pé,3.0,,,,Adversário,,
190692295913818816,Liverpool,Passe profundidade; Cruzamento profundidade,Ataque Posicional,,0.19592746,0.83667708,0.51300538,0.8973717,Zona vermelha,1,Fora,Pé,3.0,,,,Adversário,,
190692398226268928,Liverpool,Troca de passes,Ataque Posicional,,0.68429998,0.78738161,0.71982563,0.87796588,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190692466578644928,Liverpool,Troca de passes,Ataque Posicional,,0.19357655,0.78622647,0.52985187,0.78304382,Zona amarela,1,Certa,Pé,,0.5590258,0.43186783,,Adversário,,
190692526130678848,Liverpool,,Ataque Posicional,,,,0.61236002,0.77087247,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190692592829104608,Liverpool,Troca de passes,Ataque Posicional,,0.41257391,0.74447691,0.59709042,0.75868174,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190692653996961600,Liverpool,Individual direto,Ataque Posicional,,,,0.66295723,0.78637412,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190692675064501504,Liverpool,Troca de passes,Recuperada no Ataque,,0.45696199,0.67836434,0.61749311,0.78580776,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190692746068583264,Liverpool,Individual direto,Ataque Posicional,,,,0.70285461,0.84670509,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190692780743795488,Liverpool,,Ataque Rápido,,,,0.70245732,0.77693988,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190692816555381184,Liverpool,Lançamento; Cruzamento simples,Ataque Rápido,,,,0.41306093,0.84832294,Zona vermelha,1,Certa,Pé,4.0,0.27109972,0.12326296,,Adversário,,
190692856384030464,Liverpool,Rebote,Ataque Rápido,,,,0.43486105,0.92387285,Zona vermelha,2,Certa,Pé,3.0,0.07337331,0.44679717,,Adversário,,
190692914864769536,Liverpool,Passe profundidade; Passe funil,Ataque Rápido,,0.30652628,0.94058852,0.44227665,0.88597817,Zona vermelha,1,Certa,Pé,2.0,0.29865703,0.42939297,,Adversário,,
190692961754925312,Liverpool,Troca de passes; Individual direto,Ataque Rápido,,0.70202011,0.71207332,0.52016561,0.81751627,Zona vermelha,3+,Certa,Pé,3.0,0.47747716,0.84859344,,Adversário,,
190693034621103392,Liverpool,Erro adversário; Individual direto,Recuperada no Ataque,,,,0.44726743,0.83269039,Zona vermelha,3+,Fora,Pé,3.0,,,,Adversário,,
190693071749642944,Liverpool,Erro adversário; Troca de passes,Recuperada no Ataque,,0.79035828,0.85187247,0.64241815,0.8755458,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190693111876999744,Liverpool,Erro adversário; Individual direto,Recuperada no Ataque,,,,0.49063839,0.88677491,Zona vermelha,3+,Gol,Pé,1.0,0.37197866,0.35106513,Ninguém,Adversário,,
190693154101703200,Liverpool,Erro adversário,Recuperada no Ataque,,,,0.35721243,0.89459859,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190693204656726240,Liverpool,Individual indireto,Ataque Rápido,,0.69783892,0.9121596,0.63738033,0.84885678,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190693258962406912,Liverpool,Passe profundidade; Passe funil,Ataque Posicional,,0.68930578,0.85133789,0.45189808,0.85518827,Zona vermelha,1,Certa,Pé,2.0,0.39403129,0.51756228,,Adversário,,
190693335421478496,Liverpool,Passe profundidade; Passe funil,Ataque Posicional,,0.33230716,0.89305723,0.53040966,0.91374794,Zona vermelha,1,Gol,Pé,1.0,0.56980964,0.36156528,Ninguém,Adversário,,
190693698667699168,Liverpool,Lançamento; Troca de passes; Passe profundidade; Cruzamento profundidade,Ataque Posicional,,0.69910036,0.89633803,0.45607215,0.92380453,Zona vermelha,1,Gol,Pé,2.0,0.37967993,0.10615612,Ninguém,Adversário,,
190693753715596320,Liverpool,,Ataque Posicional,,,,0.37690674,0.7246958,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190693783449708288,Liverpool,Cruzamento simples,Ataque Rápido,,0.84492993,0.84995259,0.55418592,0.87679634,Zona vermelha,1,Fora,Cabeça,2.0,,,,Adversário,,
190693838602239872,Liverpool,,Ataque Posicional,,,,0.5664417,0.81879523,Zona vermelha,1,Fora,Pé,4.0,,,,Adversário,,
190693890646466400,Liverpool,Troca de passes,Ataque Posicional,,0.73725955,0.72352526,0.48924532,0.83868423,Zona vermelha,3+,Bloqueada,Pé,2.0,,,,Adversário,,
190693948381357376,Liverpool,Inversão; Passe funil,Ataque Posicional,,0.2597861,0.86722582,0.48684105,0.88506056,Zona vermelha,1,Certa,Pé,2.0,0.3304472,0.49453449,,Adversário,,
190693991524778240,Liverpool,Troca de passes,Ataque Rápido,,0.57634143,0.73949612,0.63333671,0.84458136,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190694152987768576,Liverpool,,Contra Ataque,5.0,,,0.42417742,0.75694703,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
